location_label,description,charger_href,charger_type,lat,lon
El Cielo Resort Valle de Guadalupe,"117 El Porvenir, Francisco Zarco, Baja California 22755",https://www.tesla.com/findus/location/charger/455464,super_charger,32.0914117,-116.580786
Auditorio General José María Arteaga,"95 Prol. Bernardo Quintana, Santiago de Querétaro, Querétaro 76140",https://www.tesla.com/findus/location/charger/453077,super_charger,20.5820908,-100.361719
Parque Querétaro 2000,"17 Avenida Universidad, Santiago de Querétaro, Querétaro 76000",https://www.tesla.com/findus/location/charger/453326,super_charger,20.5977896,-100.3956706
Carlitos Grill and Garden,"Av. Domingo Diez 711 Lomas de la Selva, Cuernavaca, MOR 62250",https://www.tesla.com/findus/location/charger/dc23960,super_charger,18.9427762,-99.2351505
Hotel Villa Bejar Cuernavaca,"Av. Domingo Diez 2350 Chamilpa, Cuernavaca, MOR 62210",https://www.tesla.com/findus/location/charger/dc25396,super_charger,18.9591567,-99.2378783
Four Seasons Resort Punta Mita,"Punta Mita Bahia de Banderas, Punta Mita, NAY 63734",https://www.tesla.com/findus/location/charger/dc50165,super_charger,20.7813959,-105.529442
City Express Plus Monterrey San Jeronimo,"San Jeronimo 311 San Jeronimo, Monterrey, NLE 64640",https://www.tesla.com/findus/location/charger/dc29403,super_charger,25.6742994,-100.3556269
Fiesta Inn Monterrey La Fe,"Avenida Miguel Aleman km 105 La Fe, San Nicolas de los Garza, NLE 66486",https://www.tesla.com/findus/location/charger/dc18541,super_charger,25.7196807,-100.2165721
Fiesta Inn Monterrey Tecnologico,"Av. Eugenio Garza Sada 2411 Roma, Monterrey, NLE 64700",https://www.tesla.com/findus/location/charger/dc18542,super_charger,25.6578874,-100.29635
La Capital,"Calle Washington 1400 Centro, Monterrey, NLE 64000",https://www.tesla.com/findus/location/charger/dc31704,super_charger,25.6758794,-100.3276064
Live Aqua Monterrey Valle,"Av Lazaro Cardenas 2424 Valle Oriente, San Pedro Garza Garcia, NLE 66260",https://www.tesla.com/findus/location/charger/dc18535,super_charger,25.6484189,-100.3287429
Pabellon M,"Av. Constitucion S/N Centro, Monterrey, NLE 64000",https://www.tesla.com/findus/location/charger/dc55159,super_charger,25.6665097,-100.3263788
Plaza Nativa,"Avenida Alfonso Reyes 901 Zona Valle Poniente, San Pedro Garza Garcia, NLE 66233",https://www.tesla.com/findus/location/charger/dc23957,super_charger,25.6530511,-100.3975026
Plaza O2,"Avenida Jose Vasconcelos 150 Del Valle, San Pedro Garza Garcia, NLE 66220",https://www.tesla.com/findus/location/charger/dc33479,super_charger,25.6513714,-100.3684539
Plaza XO,"Rio Mississippi 119 Del Valle, San Pedro Garza Garcia, NLE 66220",https://www.tesla.com/findus/location/charger/dc29780,super_charger,25.6613063,-100.37565
City Express Puebla Autopista,"Guerrero 117 San Juan Cuautlancingo, Sanctorum, San Juan Cuautlancingo, PUE 72730",https://www.tesla.com/findus/location/charger/dc23054,super_charger,19.0878885,-98.2676688
Hotel Boutique Casa Reyna,"Privada 2 Oriente 1007 Centro, Puebla, PUE 72000",https://www.tesla.com/findus/location/charger/dc28234,super_charger,19.0398083,-98.1860706
City Express Suites Queretaro,"Av. 5 de Febrero 9852 Las Campanas, Queretaro, QUE 76120",https://www.tesla.com/findus/location/charger/dc29518,super_charger,20.5891686,-100.4130989
Club de Golf El Campanario,"Av. el Campanario 100 El Campanario, Santiago de Queretaro, QUE 76146",https://www.tesla.com/findus/location/charger/dc45106,super_charger,20.6157493,-100.357308
Fiesta Inn Queretaro,"Av. 5 de Febrero #108 Ninos Heroes, Queretaro, QUE 76010",https://www.tesla.com/findus/location/charger/dc20450,super_charger,20.5859315,-100.4113723
Four Points by Sheraton Queretaro Norte,"Carretera San Luis Potosi #13001 El Salitre, Queretaro, QUE 76127",https://www.tesla.com/findus/location/charger/dc29157,super_charger,20.6585068,-100.4323126
Hilton Garden Inn Queretaro,"Ignacio Zaragoza 99 Centro, Queretaro, QUE 76180",https://www.tesla.com/findus/location/charger/dc26270,super_charger,20.5905126,-100.386006
Hotel Mision Juriquilla Queretaro,"Boulevard Villas del Meson No. 56 Juriquilla, Queretaro, QUE 76230",https://www.tesla.com/findus/location/charger/dc29873,super_charger,20.6961409,-100.4400292
Los Cochinitos Queretaro,"Carretera Mexico-Queretaro km. 152 Puerta de Palmillas, San Juan del Rio, QUE 76837",https://www.tesla.com/findus/location/charger/dc39532,super_charger,20.3136137,-99.9312697
Mision San Gil,"Carretera Mexico-Queretaro Km. 172 La Estancia, San Juan del Rio, QUE 78821",https://www.tesla.com/findus/location/charger/dc25337,super_charger,20.4264179,-100.0556525
Paseo Santiago,"Paseo de la Garza 87 Santa Fe, Corregidora, QUE 76900",https://www.tesla.com/findus/location/charger/dc17484,super_charger,20.5901086,-100.4469982
Fiesta Americana Condesa Cancun,"Blvd. Kukulkan km 16.5 Zona Hotelera, Cancun, ROO 77500",https://www.tesla.com/findus/location/charger/dc18547,super_charger,21.0723711,-86.7790702
Fiesta Inn Playa del Carmen,"10 Avenida Norte 325 Gonzalo Guerrero, Playa del Carmen, ROO 77710",https://www.tesla.com/findus/location/charger/dc23420,super_charger,20.637157,-87.066103
Grand Fiesta Americana Coral Beach Cancun,"Blvd. Kukulkan Km 9.5 Zona Hotelera, Cancun, ROO 77500",https://www.tesla.com/findus/location/charger/dc18545,super_charger,21.1382025,-86.7460212
Live Aqua Boutique Resort Playa del Carmen,"Calle Quinta Avenida Playa del Carmen, Playa del Carmen, ROO 77710",https://www.tesla.com/findus/location/charger/dc23419,super_charger,20.6338404,-87.067342
Live Aqua Cancun,"Blvd. Kukulcan Km.12.5 Zona Hotelera, Cancun, ROO 77500",https://www.tesla.com/findus/location/charger/dc18544,super_charger,21.1561557,-86.8200911
Westin resort and Spa Cancun,"Blvd. Kukulcan KM 20 Zona Hotelera, Cancun, ROO 77500",https://www.tesla.com/findus/location/charger/dc17456,super_charger,21.0393878,-86.782182
El Cid Castilla Beach,"Avenida Camaron Sabalo Zona Dorada, Mazatlan, SIN 82110",https://www.tesla.com/findus/location/charger/dc33959,super_charger,23.2515068,-106.4553615
El Cid Marina Beach,"Avenida Camaron Sabalo S/N, Mazatlan, SIN 82110",https://www.tesla.com/findus/location/charger/dc33960,super_charger,23.2515068,-106.4553615
Hotel Mision Mazatlan,"Av Camaron Sabalo 1927 Sabalo Country Club, El Encanto, Mazatlan, SIN 82110",https://www.tesla.com/findus/location/charger/dc29874,super_charger,23.2591668,-106.463237
Fiesta Inn Villahermosa Cencali,"Benito Juarez Garcia 105 Loma Linda, Villahermosa, TAB 86050",https://www.tesla.com/findus/location/charger/dc20707,super_charger,17.995444,-92.9398527
Estacionamiento Yamel,"Calle 1 16 Centro, Cordoba, VER 94500",https://www.tesla.com/findus/location/charger/dc47581,super_charger,18.8955988,-96.9340801
Hotel Galeria Plaza Veracruz,"Blvd. Adolfo Ruiz Cortines #3495 Mocambo, Boca del Rio, VER 94294",https://www.tesla.com/findus/location/charger/dc23558,super_charger,19.1389215,-96.1052131
Hotel Mision Orizaba,"Oriente 6 No. 464 Centro, Orizaba, VER 94300",https://www.tesla.com/findus/location/charger/dc33207,super_charger,18.8471903,-97.100447
Fiesta Americana Merida,"Paseo Montejo No. 451 Centro, Merida, YUC 97000",https://www.tesla.com/findus/location/charger/dc22473,super_charger,20.9754976,-89.6196053
Fiesta Americana Aguascalientes,"Calle Los Laureles S/N Las Flores, Aguascalientes, AGU 20020",https://www.tesla.com/findus/location/charger/dc20460,charger,,
Fiesta Inn Aguascalientes,"Calle Mahatma Gandhi #302 Sur Prados de Villasuncion, Desarrollo Especial Villa Asunci├│n,, Aguascalientes, AGU 20280",https://www.tesla.com/findus/location/charger/dc20461,charger,,
One Aguascalientes San Marcos,"Los Laureles No. 404 Fracc. Las Flores, Aguascalientes., AGU 20220",https://www.tesla.com/findus/location/charger/dc20459,charger,,
Adobe Guadalupe,"Parcela A-1 s/n Rusa de Guadalupe, Ensenada, Baja California 22750",https://www.tesla.com/findus/location/charger/dc24765,charger,,
Bajamar,"Ensenada, Carretera Tijuana - Ensenada Km. 77.5 Bajamar, Ensenada, Baja California 22760",https://www.tesla.com/findus/location/charger/dc26308,charger,,
Cantina Hussong's,"Av. Ruiz #113 Zona Centro, Ensenada, Baja California 22800",https://www.tesla.com/findus/location/charger/dc20181,charger,,
Casa de Piedra Vinicola,"Carretera Ensenada Tecate Kilometro 93.5 San Antonio de las Minas, Ensenada, Baja California 22761",https://www.tesla.com/findus/location/charger/dc22851,charger,,
Cuatro Cuatros,"El Tigre , Carretera libre Tijuana-Ensenada Km. 89 El Sauzal de Rodriguez, Ensenada, Baja California 22760",https://www.tesla.com/findus/location/charger/dc19970,charger,,
Estero Beach,"Calle Playas del Estero S/N Ex-Ejido Chapultepec, Ensenada, Baja California 22785 Ensenada",https://www.tesla.com/findus/location/charger/dc19722,charger,,
Fiesta Inn Mexicali,"Calzada Adolfo Lopez Mateos 1029 Industrial Centro Civico, Mexicali, Baja California 21000",https://www.tesla.com/findus/location/charger/dc20704,charger,,
Fiesta Inn Tijuana Otay Aeropuerto,"Rampa Aeropuerto 16000 La Pechuga, Tijuana, Baja California 22000",https://www.tesla.com/findus/location/charger/dc20696,charger,,
Gamma by Fiesta Inn Tijuana,"Blvd. Tijuana 17226 Col. Otay Constituyentes, Tijuana, Baja California 22457",https://www.tesla.com/findus/location/charger/dc20695,charger,,
Gran Via Mexicali,"Calzada Cetys Manuel Gomez Morin, Mexicali, Baja California 21254",https://www.tesla.com/findus/location/charger/dc53612,charger,,
Holiday Inn Ensenada,"Blancarte No. 151 Col. Centro, Ensenada, Baja California 22800",https://www.tesla.com/findus/location/charger/dc90063,charger,,
Hotel Coral & Marina,"Carretera Tijuana-Ensenada Km.103 #3421 Zona Playitas, Ensenada, Baja California 22860",https://www.tesla.com/findus/location/charger/dc42890,charger,,
Hyatt Place Tijuana,"10488 Blvd. Agua Caliente 10488, Colonia Aviación, Tijuana, Baja California 22014",https://www.tesla.com/findus/location/charger/STE2022022200154,charger,,
Jaz-Baja,"Camino Vecinal sin nombre, fracc. 6B de la fracc. 5 L9 sn El Porvenir, Ensenada, Baja California 22755",https://www.tesla.com/findus/location/charger/dc55065,charger,,
La Cabana Del Abuelo,"Tijuana-Mexicali Km. 71.5, La Rumorosa, Baja California 21505",https://www.tesla.com/findus/location/charger/dc44721,charger,,
Las Nubes Bodegas y Vinedos,"Callejon Emiliano Zapata Ejido el Porvenir, Valle de Guadalupe, Baja California 22750",https://www.tesla.com/findus/location/charger/dc26738,charger,,
Malva Restaurante,"Km 96 carretera Ens Tecate, San Antonio De Las Minas, Baja California 22755",https://www.tesla.com/findus/location/charger/dc21859,charger,,
Marina Puerto Salina,"Autopista Tijuana Ensenada KM 73 Abelardo L. Rodriguez, Ensenada, Baja California 22765",https://www.tesla.com/findus/location/charger/dc23509,charger,,
Marina San Felipe,"Carretera San Felipe km 4.5 Fondeport, San Felipe, Baja California 21850",https://www.tesla.com/findus/location/charger/dc32936,charger,,
Mision Catavina,"Carretera Transpeninsular 179 Conjunto Residencial Catavina, Catavina, Baja California 22965",https://www.tesla.com/findus/location/charger/dc67757,charger,,
Mision Santa Maria,"Camino Playa Santa Maria S/N San Quintin, Ensenada, Baja California 22930",https://www.tesla.com/findus/location/charger/dc67756,charger,,
Monte Xanic Bodega Vini-cola,"Calle Francisco Zarco S/N Col. Valle de Guadalupe, Ensenada, Baja California 22785",https://www.tesla.com/findus/location/charger/dc21458,charger,,
Plaza Paseo la Paz,"Libramiento Sur Daniel Roldan No. 1515 Int. A-1 San Antonio El Zacatal, La Paz, Baja California 23090",https://www.tesla.com/findus/location/charger/dc27440,charger,,
Restaurante Heidelberg,"Ave. Fco. I. Madero y Calle H S/N Nueva, Mexicali, Baja California 21100",https://www.tesla.com/findus/location/charger/dc20834,charger,,
Rosarito Beach Hotel,"Blvd. Benito Juarez 31 Col Centro, Rosarito, Baja California 22710",https://www.tesla.com/findus/location/charger/dc20809,charger,,
Sheraton Los Cabos,"Corredor Turistico Km. 10 Lote D Cabo del Sol, Cabo San Lucas, Baja California 23410",https://www.tesla.com/findus/location/charger/dc17440,charger,,
Shimul,"Rancho Pet'ay, Valle de Guadalupe, Baja California 22750",https://www.tesla.com/findus/location/charger/dc35887,charger,0.0,0.0
Villa del Valle - Valle de Guadalupe,"Rancho San Marcos Toros Pintos S/N Km 88.300 Francisco Zarco, Ensenada,, Baja California 22750",https://www.tesla.com/findus/location/charger/dc17443,charger,,
Vinicola Decantos,"Rancho San Miguel Fraccion A, S/N Ejido El Porvenir, Ensenada, Baja California 22755",https://www.tesla.com/findus/location/charger/dc23030,charger,,
Grand Fiesta Americana Los Cabos All Inclusive Golf,"Km 10.3, Carr. Transpeninsular Cabo del Sol, Los Cabos, BCS 23410",https://www.tesla.com/findus/location/charger/dc26315,charger,,
Hotel Cuesta Real,"Carret Transpeninsular Km. 132 Las Huertas, Mulege, BCS 23880 Mulege",https://www.tesla.com/findus/location/charger/dc67767,charger,,
Hotel Doce Ballenas,"Blvd Benito Juarez esq/ Belisario Dom├¡nguez Centro, Ciudad Insurgentes, Baja California Sur 23700",https://www.tesla.com/findus/location/charger/dc33799,charger,,
Hotel La Huerta,"34 Profesor Valdivia, San Ignacio, BCS 23930",https://www.tesla.com/findus/location/charger/dc67765,charger,,
Hotel One la Paz,"Nicolas Bravo No.590 Esq. Ignacio Altamirano Zona Central, La Paz, BCS 23000",https://www.tesla.com/findus/location/charger/dc26313,charger,,
Hotel Plaza Loreto,"Av. Miguel Hidalgo 2 Col. Centro, Loreto, BCS 23880",https://www.tesla.com/findus/location/charger/dc21429,charger,,
Hotel Terrasal,"Blvd.Emiliano Zapata s/n Col. Fundo Legal, Guerrero Negro, BCS 23940",https://www.tesla.com/findus/location/charger/dc67758,charger,,
Maria de Nadie Hotel Boutique,"Belisario Dominguez entre Rosaura Zapata e Ignacio Zaragoza, Cd Constitucion, BCS 23600",https://www.tesla.com/findus/location/charger/dc67769,charger,,
Paseo Esperanza,"Carretera Transpeninsular Km. 25 Cerro Colorado, San Jose del Cabo, BCS 23400",https://www.tesla.com/findus/location/charger/dc28626,charger,,
Patio Plaza Los Cabos,"Carr. Todos Santos - Los Cabos Los Aguajitos, Cabo San Lucas, BCS 23473",https://www.tesla.com/findus/location/charger/dc37536,charger,,
Plaza Patio San Jose,"Calle Valerio Gonzalez 137 Campo de Golf Fonatur, Cabo San Lucas, BCS 23400",https://www.tesla.com/findus/location/charger/dc37538,charger,,
Solaz Los Cabos,"Corredor Turistico s/n, Km 18.5 Cabo Real, San Jose del Cabo, BCS 23405",https://www.tesla.com/findus/location/charger/dc44708,charger,,
Viceroy Los Cabos,"Paseo Malecon San Jose Lote 8 Zona Hotelera, San Jos├⌐ del Cabo, BCS 23400",https://www.tesla.com/findus/location/charger/dc32710,charger,,
Villa del Palmar at The Islands of Loreto,"m. 84 Calle Carretera Transpeninsular Ensenada Blanca, Loreto, BCS 23880",https://www.tesla.com/findus/location/charger/dc67768,charger,,
Walmart Plateros,"Blvd. Adolfo Lopez Mateos 1701 Lomas de Plateros, Ciudad de Mexico, Benito Juarez 1480",https://www.tesla.com/findus/location/charger/dc20942,charger,,
Fiesta Inn Ciudad del Carmen,"Av. Periferico Norte s/n Parque Alameda, Colonia Centro, Ciudad del Carmen, CAM 24170",https://www.tesla.com/findus/location/charger/dc18526,charger,,
Fiesta Inn Loft Ciudad del Carmen,"Avenida Luis Donaldo Colosio Esq Calle 20 S/N Miguel de la Madrid, Ciudad del Carmen, CAM 24130",https://www.tesla.com/findus/location/charger/dc20699,charger,,
Gamma Campeche Malecon,"Av. Ruiz Cortines No. 51 Col. Centro, Campeche, CAM 24000",https://www.tesla.com/findus/location/charger/dc20701,charger,,
Fiesta Inn Tuxtla Gutierrez,"Av. Prolongacion Anillo Circunvalacion Sur 248 Santa Elena, Tuxtla Gutierrez, CHP 29060",https://www.tesla.com/findus/location/charger/dc42093,charger,,
Hilton Garden Inn Tuxtla Gutierrez,"Blvd. Belisario Dominguez 1641 Jardines de Tuxtla, Tuxtla Gutierrez, CHP 29020",https://www.tesla.com/findus/location/charger/dc31109,charger,,
Hotel San Francisco,"Calle Central Sur Oriente 94 Centro, 16 de Septiembre, Tapachula de Cordova y Ordonez, CHP 30700",https://www.tesla.com/findus/location/charger/dc32937,charger,,
Alsuper Freshmarket Santa Fe,"Periferico de La Juventud 990 Haciendas Sta Fe, Chihuahua, CHH 31215",https://www.tesla.com/findus/location/charger/dc23372,charger,,
Courtyard by Marriot Chihuahua,"Via Lombardia 5702, Plaza Citadela D1 Col. Saucito, Chihuahua, CHH 31110",https://www.tesla.com/findus/location/charger/dc32542,charger,,
Courtyard by Marriott Juarezz,"Mision de los Lagos 9020 Partido Iglesias, Ciudad Juarez, CHH 32668",https://www.tesla.com/findus/location/charger/dc25991,charger,,
Edificio Corporativo Vetro D1,"Av. de la Juventud Insurgentes II, Chihuahua, CHH 31207",https://www.tesla.com/findus/location/charger/dc38901,charger,,
Fiesta Inn Chihuahua,"Boulevard Antonio Ortiz Mena 2801 Quintas del Sol, Chihuahua, CHH 31250",https://www.tesla.com/findus/location/charger/dc25147,charger,,
Fiesta Inn Ciudad Juarez,"Paseo Triunfo de la Republica 3451 Circuito Pronaf, Cd Juarez, CHH 32315",https://www.tesla.com/findus/location/charger/dc25146,charger,,
Plaza 3106,"Periferico de la Juventud 3102 Puerta de Hierro, Chihuahua, CHH 31215",https://www.tesla.com/findus/location/charger/dc25913,charger,,
Plaza Barrancas,"Bulevar Tomas Fernandez 9050 Campos El iseos, Cd Juarez, CHH 32470",https://www.tesla.com/findus/location/charger/dc35839,charger,,
Plaza Cantabria,"Av. Paseo Triunfo de la Republica 5854 Sicomoros, Cd Juarez, CHH 32349",https://www.tesla.com/findus/location/charger/dc35840,charger,,
The Lofts,"Avenida de la Juventud 5700 Saucito, Chihuahua, CHH 31110",https://www.tesla.com/findus/location/charger/dc30216,charger,,
AC hotel by Marriott Santa Fe,"Juan Salvador Agraz 130 Lomas de Santa Fe, Contadero, Cuajimalpa, CMX 5348",https://www.tesla.com/findus/location/charger/dc29400,charger,,
Altezza Palmas,"Av. Paseo de las Palmas 340 Lomas - Virreyes, Lomas de Chapultepec V Secc, Miguel Hidalgo, CMX 11000",https://www.tesla.com/findus/location/charger/dc56853,charger,,
Cafe O Lomas,"Calle Monte L├¡bano #245 Lomas de Chapultepec V Secc, Miguel Hidalgo, CMX 11000",https://www.tesla.com/findus/location/charger/dc30901,charger,,
Centro Comercial Mundo E,"Manuel Avila Camacho 1007 San Lucas Tepetlacalco, Tlalnepantla, CMX 54055",https://www.tesla.com/findus/location/charger/dc20037,charger,,
Centro Dinßmico Pegaso,"Carretera Toluca Naucalpan km 52.5 San Mateo Otzacatipan, Toluca de Lerdo, CMX 50220",https://www.tesla.com/findus/location/charger/dc18769,charger,,
City Express Ciudad de Mexico Buenavista,"Insurgentes Nte. 226 Santa Maria la Ribera, Ciudad de Mexico, CMX 6400",https://www.tesla.com/findus/location/charger/dc23057,charger,,
Club de Golf Mexico,"Glorieta Sur 64 San Buenaventura, Xochimilco, CMX 14620",https://www.tesla.com/findus/location/charger/dc42720,charger,,
Club Deportivo Chapultepec,"Calz. Gral. Mariano Escobedo 665 Polanco, Bosque de Chapultepec I Secc,, Miguel Hdalgo, CMX 11590",https://www.tesla.com/findus/location/charger/dc46369,charger,,
COPEMSA Bajio,"Bajio No. 322 Esq. Chilpancingo Roma Sur, Cuauhtemoc, CMX 8760",https://www.tesla.com/findus/location/charger/dc31377,charger,,
COPEMSA Etiopia,"Anaxagoras No. 302 Esq. con Morena. Narvarte, Benito Juarez, CMX 11550",https://www.tesla.com/findus/location/charger/dc26536,charger,,
COPEMSA Gran Plaza,"Palma Norte No. 37 Centro Historico, Cuauhtemoc, CMX 6000",https://www.tesla.com/findus/location/charger/dc30516,charger,,
COPEMSA San Juan,"Aranda No.10 Esq. Ayuntamiento Centro, Cuauhtemoc, CMX 6760",https://www.tesla.com/findus/location/charger/dc31376,charger,,
COPEMSA Tolstoi,"Mariano Escobedo No. 726 Esq. Leon Tolstoi Nueva Anzures, Miguel Hidalgo, CMX 11590",https://www.tesla.com/findus/location/charger/dc31379,charger,,
COPEMSA Vizcainas,"Plaza de las Vizcainas s/n Eje Central Lazaro Cardena, Cuauhtemoc, CMX 6010",https://www.tesla.com/findus/location/charger/dc30514,charger,,
Courtyard Mexico City Airport,"Sinaloa 31 Pe├▒├│n de los Ba├▒os, Venunstiano Carranza, CMX 15520",https://www.tesla.com/findus/location/charger/dc14491,charger,,
Downtown Santa Fe,"Av. Santa Fe 428 H2O Zedec Santa Fe., Cuajimalpa, CMX 5349",https://www.tesla.com/findus/location/charger/dc51604,charger,,
Fiesta Inn Insurgentes Viaducto,"Av. Insurgentes Sur 553 Escandon I Secc, Benito Juarez, CMX 11800",https://www.tesla.com/findus/location/charger/dc18528,charger,,
Fiesta Inn Periferico Sur,"Periferico Sur #5530 Col. Pedregal de Carrasco, Coyoacan, CMX 4700",https://www.tesla.com/findus/location/charger/dc18529,charger,,
Fiesta Inn Plaza Central Aeropuerto,"Calle Canal Rio Churubusco 1635 Central de Abasto, Iztapalapa, CMX 9040",https://www.tesla.com/findus/location/charger/dc18531,charger,,
German Center,"Av Sta Fe 170 Zedec Sta Fe, Alvaro Obregon, CMX 1219",https://www.tesla.com/findus/location/charger/dc35838,charger,,
Gran Sur,"Periferico Sur 5550, Pedregal de Carrasco El Caracol, Coyoacan, CMX 4700",https://www.tesla.com/findus/location/charger/dc61804,charger,,
Hotel W,"Campos El├¡seos 252 Polanco, Polanco IV Secc,, Deleg. Miguel Hidalgo, CMX 11560",https://www.tesla.com/findus/location/charger/dc17347,charger,,
InterContinental Presidente Santa Fe Mexico,"Juan Salvador Agraz 97 Ave Real, Santa Fe, CMX 5300",https://www.tesla.com/findus/location/charger/dc21301,charger,,
Live Aqua Bosques Mexico,"Av. No. Col., Paseo de Los Tamarindos 98 Bosque de las Lomas, Cuajimalpa, CMX 5120",https://www.tesla.com/findus/location/charger/dc17921,charger,,
Manacar,"Avenida de los Insurgentes Sur 1457 Insurgentes Mixcoac, Benito Ju├írez, CMX 3230",https://www.tesla.com/findus/location/charger/dc33040,charger,,
Pabellon Cuauhtemoc,"Antonio Manuel Anza No. 20 Roma Sur, Cuauhtemoc, CMX 6700",https://www.tesla.com/findus/location/charger/dc31374,charger,,
Palacio de Hierro Polanco,"222 Av. Moliere Polanco, Polanco II Secc,, Miguel Hidalgo, CMX 11570",https://www.tesla.com/findus/location/charger/dc17450,charger,,
Parque La Mexicana,"Lomas de Santa Fe Contadero, Alvaro Obregon, CMX 1219",https://www.tesla.com/findus/location/charger/dc55496,charger,,
Plaza Insurgentes,"San Luis Potosi 214 Roma Nte, Cuauhtemoc, CMX 6700",https://www.tesla.com/findus/location/charger/dc21432,charger,,
Plaza Zapamundi,"Avenida Canal de Miramontes 2600-2640 Ciruelos, Coyoacan, CMX 4830",https://www.tesla.com/findus/location/charger/dc29934,charger,,
Presidente InterContinental Polanco,"Campos Eliseos 218, Col. Chapultepec Polanco, Polanco IV Secc, Miguel Hidalgo, CMX 11560",https://www.tesla.com/findus/location/charger/dc21300,charger,,
Qubica Lomas,"Volcan 150, Lomas - Virreyes Lomas de Chapultepec V Secc, Miguel Hidalgo, CMX 11000",https://www.tesla.com/findus/location/charger/dc39161,charger,,
Samara Santa Fe,"Calle Antonio Dovali Jaime, 70 Zedec Santa Fe, Alvaro Obregon, CMX 1219",https://www.tesla.com/findus/location/charger/dc19072,charger,,
Sanborn's Barranca del Muerto,"Av. Barranca del Muerto 479 Merced G├│mez, ├ülvaro Obreg├│n, CMX 1600",https://www.tesla.com/findus/location/charger/dc22767,charger,,
Sanborn's Colonia del Valle,"Av de los Insurgentes Sur 882 Colonia Del Valle, Benito Juarez, CMX 3810",https://www.tesla.com/findus/location/charger/dc21426,charger,,
Sanborn's Las Aguilas,"Calz. de las Aguilas 1350 Col. Puente Colorado, Alvaro Obregon, CMX 1730",https://www.tesla.com/findus/location/charger/dc22766,charger,,
Sanborn's Masaryk,"Hegel 345 Chapultepec Morales, Miguel Hidalgo, CMX 11570",https://www.tesla.com/findus/location/charger/dc20923,charger,,
Sanborn's Palmas,"Paseo de Las Palmas 781 Lomas de Chapultepec V Secc, Miguel Hidalgo, CMX 11560",https://www.tesla.com/findus/location/charger/dc22739,charger,,
Sanborn's San Antonio,"Av Insurgentes Sur 688 Col del Valle Nte, Benito Juarez, CMX 3810",https://www.tesla.com/findus/location/charger/dc21695,charger,,
Sanborn's Villa de Cortes,"Calzada de Tlalpan 744 La Moderna, Benito Juarez, CMX 3150",https://www.tesla.com/findus/location/charger/dc23772,charger,,
Sanborn's Xochimilco,"Guadalupe I. Ramirez 318 Tepepan San Marcos, Xochimilco, CMX 16050",https://www.tesla.com/findus/location/charger/dc23773,charger,,
Sanborn's Xola,"Avenida Xola 1856 Narvarte, Benito Juarez, CMX 3020",https://www.tesla.com/findus/location/charger/dc23771,charger,,
Santa Fe Hills,"Av. Vasco de Quiroga 4299 Loma de San Pedro, Ciudad de M├⌐xico, CMX 5370",https://www.tesla.com/findus/location/charger/dc26363,charger,,
Sheraton Four Points Roma CDMX,"Av. Alvaro Obregon 38, Roma Nte, Cuauhtemoc, CMX 6700",https://www.tesla.com/findus/location/charger/dc17346,charger,,
Sinaloa 195,"Sinaloa 195 Roma Nte, Cuauhtemoc, CMX 6700",https://www.tesla.com/findus/location/charger/dc25998,charger,,
Sir Winston Churchill's,"Perif. Blvd. Manuel Avila Camacho 67 Polanco, Lomas de Chapultepec III Secc, Miguel Hidalgo, CMX 11560",https://www.tesla.com/findus/location/charger/dc33407,charger,,
Terraza Pedregal,"Anillo Perif. Blvd. Adolfo Lopez Mateos 4132 Jardines del Pedregal, Cuauhtemoc, CMX 1900",https://www.tesla.com/findus/location/charger/dc31375,charger,,
Torre Carso Palmas,"Av. Paseo de las Palmas 781 Lomas de Chapultepec V Secc, Miguel Hidalgo, CMX 11560",https://www.tesla.com/findus/location/charger/dc33412,charger,,
Torre Optima,"Paseo de las Palmas 405 Lomas de Chapultepec V Secc, Miguel Hidalgo, CMX 11000",https://www.tesla.com/findus/location/charger/dc23374,charger,,
Torre Optima 3,"Av. Paseo de las Palmas 425 Lomas de Chapultepec V Secc, Miguel Hidalgo, CMX 11000",https://www.tesla.com/findus/location/charger/dc23376,charger,,
Torre Optima II,"Avenida de las Palmas 275 Lomas de Chapultepec V Secc, Miguel Hidalgo, CMX 11000",https://www.tesla.com/findus/location/charger/dc23375,charger,,
Torre Reforma 115,"Paseo de La Reforma 115 Lomas de Chapultepec V Secc, Miguel Hidalgo, CMX 11000",https://www.tesla.com/findus/location/charger/dc23377,charger,,
Walmart Miramontes,"Av. H. Escuela Naval Militar 753 Cipreses, Ciudad de Mexico, CMX 4890",https://www.tesla.com/findus/location/charger/dc20941,charger,,
AlSuper Freshmarket San Patricio,"Blvd. Eulaliio Gutierrez Trevino 1890 Fracc. San Patricio, Saltillo, Coahuila",https://www.tesla.com/findus/location/charger/dc34747,charger,,
Bosques de Monterreal,"25350 Arteaga, Coah. Carretera San Antonio de las Alazanas (Coahuila 112) Km 32 s/n, Santa Anita del Penasco, Arteaga, Coahuila 25350",https://www.tesla.com/findus/location/charger/dc49612,charger,,
Centro Gastronomico il Mercato,"Blvd. Galerias 375 Los Parques, Saltillo, Coahuila 25279",https://www.tesla.com/findus/location/charger/dc24635,charger,,
City Express Saltillo Norte,"Perif. Luis Echeverr├¡a 1630 Col 16, Saltillo, Coahuila 25280",https://www.tesla.com/findus/location/charger/dc29404,charger,,
