location_label,description,charger_href,charger_type,lat,lon
Hotel Mision Oaxaca San Felipe,"Av. Jalisco 15 San Felipe Del Agua,, Oaxaca, OAX 68020",https://www.tesla.com/findus/location/charger/dc29876,charger,,
Africam Safari,"Blvd. Cap. Carlos Camacho Espφritu Km 16.5 Oasis, Puebla, PUE 72960",https://www.tesla.com/findus/location/charger/dc26305,charger,,
Africam Safari II,"Boulevard Capitan Carlos Camacho Espiritu Km 16.5 Oasis, Puebla, PUE 72960",https://www.tesla.com/findus/location/charger/dc55158,charger,,
Casona Maria Puebla,"Calle 3 Oriente 1414 Barrio de Analco, Puebla, PUE 72500",https://www.tesla.com/findus/location/charger/dc17453,charger,,
City Express Puebla Angelopolis,"Cto Juan Pablo II 1755 Reserva Territorial Atlixcayotl, La Noria, x, Puebla, PUE 72410",https://www.tesla.com/findus/location/charger/dc23055,charger,,
City Express Puebla Centro,"Calle 10 Nte. 1406 Del Alto, Barrio del Alto,, Puebla, PUE 72000",https://www.tesla.com/findus/location/charger/dc23056,charger,,
City Express Suites Puebla Autopista,"Lateral Autopista Mexico Puebla #7533 Moratilla, Puebla, PUE 72110",https://www.tesla.com/findus/location/charger/dc23053,charger,,
Courtyard by Marriott Puebla Las Animas,"Av. Manuel Espinosa Yglesias 31 Pte. 3333 Villas de Atlixco, Puebla, PUE 72400",https://www.tesla.com/findus/location/charger/dc28890,charger,,
Espacio la Vista,"Atlixcßyotl 3204 Tlaxcalancingo, Puebla, PUE 72810",https://www.tesla.com/findus/location/charger/dc61795,charger,,
Fiesta Americana Grand Puebla,"Parque Milenium, Calle Osa Mayor 2507 Reserva Territorial Atlixcayotl, Puebla, PUE 72190",https://www.tesla.com/findus/location/charger/dc20480,charger,,
Fiesta Inn Las Animas Puebla,"Atlixco Col. Las Animas, Puebla, PUE 72400",https://www.tesla.com/findus/location/charger/dc19263,charger,,
Fiesta Inn Puebla FINSA,"Carretera Lateral Autopista Mexico-Puebla 7735 Rancho Moratilla, Puebla, PUE 72110",https://www.tesla.com/findus/location/charger/dc20454,charger,,
Hotel One Puebla FINSA,"Lateral Sur Aut. Mexico Puebla No.55 Guadalupe Victoria, Puebla, PUE 72710",https://www.tesla.com/findus/location/charger/dc20455,charger,,
Hotel Villa Florida Puebla,"Blvrd Atlixcayotl 1100 Reserva Territorial Atlixcayotl, Puebla, PUE 72810",https://www.tesla.com/findus/location/charger/dc35032,charger,,
Komplex Puebla,"BLVD MUNICIPIO LIBRE 1943 COL. EXHDA MAYORAZGO, Puebla, PUE 72480",https://www.tesla.com/findus/location/charger/dc30219,charger,,
Los Cochinitos,"Carretera Mexico-Puebla Km. 112-800 San Francisco Ocotlan, San Francisco Ocotlan, PUE 72680",https://www.tesla.com/findus/location/charger/dc28431,charger,,
Marriott Puebla Hotel Meson del Angel,"Boulevard Hermanos Serdin 807 Las Fuentes de Puebla, Puebla, PUE 72116",https://www.tesla.com/findus/location/charger/dc25336,charger,,
Mision Grand Ex-Hacienda de Chautla,"Camino Ex Hacienda de Chautla San Lucas el Grande, San Salvador el Verde, PUE 74135",https://www.tesla.com/findus/location/charger/dc29865,charger,,
Plaza los Arcangeles y Chedraui Selecto,"Lateral sur via Atlixcayotl 6510 San Bernandino, San Andres Cholula, PUE 72820",https://www.tesla.com/findus/location/charger/dc29021,charger,,
Plaza Mazarik,"Boulevard Atlixcayotl 1501 Reserva Territorial Atlixcayotl, Puebla, PUE 72810",https://www.tesla.com/findus/location/charger/dc27655,charger,,
Plaza Meson 810 y Hotel Staybridge Puebla,"Blvd. Hermanos Serdan 810 Col. El Riego Sur, Puebla, PUE 72020",https://www.tesla.com/findus/location/charger/dc19697,charger,,
Plaza Solesta Puebla,"Atlixcayotl 4931 Reserva Territorial Atlixcayotl, Puebla, PUE 72197",https://www.tesla.com/findus/location/charger/dc33201,charger,,
Rosewood Puebla,"Calle 10 Nte. 1402 Barrio del Alto, Puebla, PUE 72000",https://www.tesla.com/findus/location/charger/dc30325,charger,,
Aires de Campo Queretaro,"Paseo de Jurica No. 340 LB Jurica, Santiago de Queretaro, QUE 76100",https://www.tesla.com/findus/location/charger/dc22270,charger,,
Best Western Tequisquiapan,"Heroico Colegio Militar 7, Fundadores de Hacienda Grande Centro, Tequisquiapan, QUE 76750",https://www.tesla.com/findus/location/charger/dc46766,charger,,
City Express Jurica,"Av. 5 de Febrero No. 9200-A Col Parque Industrial Benito Juarez, Santiago de Queretaro, QUE 76100",https://www.tesla.com/findus/location/charger/dc28571,charger,,
Domun Hotel,"Carretera Federal 57 Mexico-Queretaro #1085 Col. Quintas del Marques, Queretaro, MEX 76047",https://www.tesla.com/findus/location/charger/dc24188,charger,,
El Caserio,"Av. Constituyentes 101 Pte Casa Blanca, Santiago de Queretaro, QUE 76030",https://www.tesla.com/findus/location/charger/dc25183,charger,,
Esfera Queretaro,"Autopista Queretaro-Celaya Km. 0.600 No. 5501 Col., Jardines de la Hacienda, Quer├⌐taro, QUE 76180",https://www.tesla.com/findus/location/charger/dc38868,charger,,
Fiesta Americana Hacienda Galindo,"Carretera Amealco-Galindo Km 5.5 Galindo,, San Juan del Rio, QUE 76820",https://www.tesla.com/findus/location/charger/dc20447,charger,,
Fiesta Inn Queretaro Centro Sur,"Boulevard Bernardo Quintana Arroja 7001 Col. Centro Sur, Queretaro, QUE 76090",https://www.tesla.com/findus/location/charger/dc20451,charger,,
Grand Fiesta Americana Queretaro,"Blvd. Bernardo Quintana Arrioja 4050 Col. Alamos 3a Seccion, Queretaro, QUE 76160",https://www.tesla.com/findus/location/charger/dc20449,charger,,
Hacienda Jurica by Brisas,"Paseo de Jurica 618 Hacienda Jurica, Jurica, QUE 76100",https://www.tesla.com/findus/location/charger/dc17398,charger,,
Holiday Inn Express San Juan Del Rio,"Paseo Central 23 Industrial Valle De Oro, San Juan del Rio, QUE 76803",https://www.tesla.com/findus/location/charger/dc29158,charger,,
Homewood Suites Queretaro,"Gasa de incorporacion a Carr. Queretaro -San Luis Potosi 631-C, Jurica, Queretaro, QUE 76100",https://www.tesla.com/findus/location/charger/dc26272,charger,,
Hotel Mision La Muralla,"Carretera San Juan del Rio-Amealco km 26 La Muralla, Amealco de Bonfil, QUE 76850",https://www.tesla.com/findus/location/charger/dc33077,charger,,
Plaza Latitud Victoria,"Av Constituyentes 40 zona dos extendida, Mercurio, Queretaro, QUE 76040",https://www.tesla.com/findus/location/charger/dc33202,charger,,
Urban Center Jurica,"5 de Febrero Jurica, Queretaro, QUE 76100",https://www.tesla.com/findus/location/charger/dc32157,charger,,
Urban Center Juriquilla,"Blvd Jurica La Campana 899 Residencial Caletto, Queretaro, QUE 76230",https://www.tesla.com/findus/location/charger/dc32158,charger,,
Andaz Mayakoba Riviera Maya,"Carretera Federal, Carr. Cancun - Tulum Km. 298, Playa del Carmen, ROO 77710",https://www.tesla.com/findus/location/charger/dc81253,charger,,
Bacalar Beach Club,"605 Costera Bacalar Sur 605, Bacalar, Quintana Roo 77930",https://www.tesla.com/findus/location/charger/STE2022022200175,charger,,
Banyan Tree Mayakoba,"Chetumal-Puerto Juarez Riviera Maya Km 298, Playa del Carmen, ROO 77710",https://www.tesla.com/findus/location/charger/dc81254,charger,,
Barrio Latino,"Calle 4 Nte 153 Centro, Playa del Carmen, ROO 77710",https://www.tesla.com/findus/location/charger/dc53404,charger,,
Be Tulum Hotel,"Carretera Tulum-Boca Paila Km.10 Zona Hotelera, Tulum, ROO 77780",https://www.tesla.com/findus/location/charger/dc26654,charger,,
City Express Playa del Carmen,"Av. Balamkanche Lt 4 Mza 30 Playacar Fase II, Playacar, Playa del Carmen, ROO 77710",https://www.tesla.com/findus/location/charger/dc48915,charger,,
Edificio Miranda,"Calle 38 nte, equina calle Flamingos Col. Zazil∩┐╜Ha, Playa del Carmen, ROO 77710",https://www.tesla.com/findus/location/charger/dc83454,charger,,
Fiesta Americana Villas Cancun,"Blvd. Kukulcan Km. 8.5 Lote 3 Zona Hotelera, Cancun, ROO 77500",https://www.tesla.com/findus/location/charger/dc18548,charger,,
Four Points Cancun,"Avenida Tulum, MZ 1 Lote 2 SM 12, Cancun, ROO 77500",https://www.tesla.com/findus/location/charger/dc17444,charger,,
Hotel & Suites Arges,"212 Avenida Lázaro Cárdenas 212, Colonia Centro, Chetumal, Quintana Roo 77000",https://www.tesla.com/findus/location/charger/STE2022011100088,charger,,
Hotel Nizuc Cancun,"Blvd Kukulkan Mz 59 Lote 1-01 Km 21.26, Nizuc, Cancun, ROO 77500",https://www.tesla.com/findus/location/charger/dc19904,charger,,
Hotel One Cancun Centro,"Av. Tulum esq. Banco Chinchorro Mz. 2, Lote 1-01, Supermanzana 13, Cancun, ROO 77504",https://www.tesla.com/findus/location/charger/dc27534,charger,,
La roca Cancun,"Blvd Cumbres Mza 109, Sm 310, Campestre Lol-be, Cancun, ROO 77560",https://www.tesla.com/findus/location/charger/dc19902,charger,,
Los Amigos: Central Park Tulum,"Calle 4 sur mza 20 lote 1 Zona1, Tulum, ROO 77780",https://www.tesla.com/findus/location/charger/dc29424,charger,,
Siempre Playa,"Calle 38 norte, esquina con 10 avenida norte Col. Gonzalo Guerrero, Playa del Carmen, ROO 77720",https://www.tesla.com/findus/location/charger/dc90569,charger,,
Teatro Cirque du Soleil,"Carretera Federal Cancun - Playa del Carmen Km 48 Solidaridad, Playa del Carmen, ROO 77710",https://www.tesla.com/findus/location/charger/dc21150,charger,,
The Explorean Kohunlich,"Carretera Chetumal Escarcega Km. 5.6, Chetumal, ROO 77981",https://www.tesla.com/findus/location/charger/dc26316,charger,,
"Vidanta: The Grand Mayan, Quintana Roo","Carretera Federal Cancun - Playa del Carmen Km. 48 Solidaridad, Playa del Carmen, ROO 77710",https://www.tesla.com/findus/location/charger/dc19905,charger,,
City Express San Luis Potosi Zona Industrial,"Carr. Central Mexico -, Blvd. San Luis 2150 Fracc. Industrias, San Luis Potosi, SLP 78399",https://www.tesla.com/findus/location/charger/dc28569,charger,,
Conrad San Luis Potosi,"Real de Lomas 1015 Lomas 4ta Secc, San Luis Potosi, SLP 78216",https://www.tesla.com/findus/location/charger/dc29204,charger,,
El Dorado Centro Comercial,"Av Nereo Rodri¡guez Barragan 450 Col. del Valle, San Luis Potosi, SLP 78200",https://www.tesla.com/findus/location/charger/dc25703,charger,,
Fiesta Inn San Luis Potosi Glorieta Juarez,"Av. Benito Juarez 130 Fracc. Prados Glorieta, San Luis Potosi, SLP 78390",https://www.tesla.com/findus/location/charger/dc20464,charger,,
Fiesta Inn San Luis Potosi∩┐╜ Oriente,"Carr. 57 km. 197+100 No. 2390 Periferico Oriente Industrias, San Luis Potosi, SLP 78090",https://www.tesla.com/findus/location/charger/dc20465,charger,,
Plaza Chapultepec 1200,"Avenida Chapultepec 1200 Alpes, San Luis Potosi, SLP 78295",https://www.tesla.com/findus/location/charger/dc31789,charger,,
Plaza San Luis,"Blvd. Periferico Sur Antonio Rocha Cordero #700 Fraccionamiento Lomas del Tecnologico, San Luis Potosi, SLP 78216",https://www.tesla.com/findus/location/charger/dc21433,charger,,
Fiesta Inn Culiacan,"J. Diego Valadez No. 1676 Pte., Desarrollo Urbano Tres Rios, Culiacan, SIN 80000",https://www.tesla.com/findus/location/charger/dc25338,charger,,
La Primavera - Club de Golf,"Desarrollo Urbano La Primavera, Culiacan, SIN 80300",https://www.tesla.com/findus/location/charger/dc28939,charger,,
La Primavera - San Anselmo,"Calle San Anselmo Desarrollo Urbano La Primavera, Culiac├ín, SIN 80199",https://www.tesla.com/findus/location/charger/dc28899,charger,,
Elba,"Calle 5 de mayo #901 Colonia la loma, Santa Ana, SON 84600",https://www.tesla.com/findus/location/charger/dc94468,charger,,
Fiesta Americana Hermosillo,"Boulevard Eusebio Kino 369 Lomas de Pitic, Hermosillo, SON 83010",https://www.tesla.com/findus/location/charger/dc24497,charger,,
Fiesta Inn Ciudad Obregon,"Av. Miguel Aleman 755 Zona Norte, Urb. No. 4, Cd Obreg├│n, SON 85000",https://www.tesla.com/findus/location/charger/dc24498,charger,,
Fiesta Inn Hermosillo,"Eusebio Francisco Kino 375 Lomas Pitic,, Hermosillo, SON 83010",https://www.tesla.com/findus/location/charger/dc24496,charger,,
Fiesta Inn Nogales,"Calz. Industrial Nuevo Nogales 3 Nueva Nogales, Nogales, SON 84094",https://www.tesla.com/findus/location/charger/dc51225,charger,,
Hacienda De Los Santos,"Calle Molina 8 Centro, Alamos, SON 85760",https://www.tesla.com/findus/location/charger/dc24634,charger,,
Islas del Mar,"KM 6.5 Carretera Entronque Cerro Prieto km 6.5. S/N, Colonia Centro, Puerto Peñasco, Sonora 83550",https://www.tesla.com/findus/location/charger/STE2022022200166,charger,,
Sonoran Sun Resort,"Camino a la Cholla KM. 4 S/N Col. Costa Diamante, Puerto Penasco, SON 83550",https://www.tesla.com/findus/location/charger/dc17996,charger,,
City Express Nuevo Laredo,"Avenida Cesar Lopez de Lara 3940 Militar II, Nuevo Laredo, Tamaulipas 88289",https://www.tesla.com/findus/location/charger/dc29402,charger,,
Fiesta Inn Nuevo Laredo,"Av. Reforma No.5102 Lagos, Nuevo Laredo, Tamaulipas 88290",https://www.tesla.com/findus/location/charger/dc20703,charger,,
Fiesta Inn Tampico,"Av Hidalgo 6106 Laguna de la Herradura, Tampico, Tamaulipas 89219",https://www.tesla.com/findus/location/charger/dc25702,charger,,
Hotel One Reynosa Valle Alto,"Av. de los Encinos No. 1000 Lomas del Real de Jaranchinas, Reynosa, Tamaulipas 88730",https://www.tesla.com/findus/location/charger/dc24727,charger,,
Val Quirico,"Carretera Xoxtla Km 2 No. 101 Santa Isabel Tetlatlauhca, Nativitas, TLA 90710",https://www.tesla.com/findus/location/charger/dc24052,charger,,
City Express Minatitlan,"Blvd. Instituto Tecnologico Km 711 Lt 39 Mza 28 Col. Nueva Minatitlan, Minatitlan, VER 96760",https://www.tesla.com/findus/location/charger/dc40864,charger,,
Double Tree Hilton Veracruz,"Blvd. Manuel ├üvila Camacho 707 Costa Verde, Veracruz, VER 91900",https://www.tesla.com/findus/location/charger/dc28112,charger,,
Fiesta Americana Veracruz,"Prol. Blvd. Manuel Avila Camacho S/N Col. Fraccionamiento Costa de Oro, Boca del Rio, VER 94299",https://www.tesla.com/findus/location/charger/dc20481,charger,,
Fiesta inn Coatzacoalcos,"Boulevard Costero No. 801 Santa Isabel, Celanese Mexicana, Coatzacoalcos, VER 96538",https://www.tesla.com/findus/location/charger/dc40865,charger,,
Fiesta Inn Poza Rica,"Av. Ej. Mexicano 103 Palma Sola, Poza Rica, VER 93320",https://www.tesla.com/findus/location/charger/dc40863,charger,,
Fiesta Inn Veracruz Boca del Rio,"Prol. Manuel Avila Camacho S/N Fracc. Costa de Oro, Boca del Rio, VER 94299",https://www.tesla.com/findus/location/charger/dc24494,charger,,
Fiesta Inn Veracruz Malec├│n,"General Figueroa 68 Faros, Veracruz, VER 91700",https://www.tesla.com/findus/location/charger/dc24795,charger,,
Fiesta Inn Xalapa,"Carretera Xalapa - Veracruz km 2.5 Fracc. Las Animas, Xalapa Enriquez, VER 91190",https://www.tesla.com/findus/location/charger/dc21297,charger,,
Gamma Fiesta Americana Xalapa Nubara,"Av. Ruiz Cortines 912 Col. Unidad Del Bosque, Xalapa, VER 91010",https://www.tesla.com/findus/location/charger/dc20482,charger,,
Mision Xalapa Plaza de las Convenciones,"Avenida 20 de Noviembre Oriente 455 Modelo, Xalapa Enriquez, VER 91040",https://www.tesla.com/findus/location/charger/dc33208,charger,,
One Xalapa,"Blvd. Cristobal Colon 26 Fracc. Las Animas, Xalapa Enriquez, VER 91190",https://www.tesla.com/findus/location/charger/dc21299,charger,,
Plaza El Dorado,"Carr. Federal Paso del Toro - Boca del Rio -Anton Lizardo 4405 El Novillero, Boca del Rio, VER 94290",https://www.tesla.com/findus/location/charger/dc51605,charger,,
Plaza Valle Orizaba,"Circunvalacion 1430 El Espinal, Orizaba, VER 94330",https://www.tesla.com/findus/location/charger/dc40869,charger,,
Country Hotel & Suites,"184 Calle 42 Núm 184 entre 33 y 35, Colonia Centro, Valladolid, Yucatán 97780",https://www.tesla.com/findus/location/charger/dc874072215,charger,,
Ceiba de la Xtabay,"Calle 33 DiagonalNo. 224 INT. B X 33 Y 35 Colonia Poligono108 Itzimna, Merida, YUC 97143",https://www.tesla.com/findus/location/charger/dc20868,charger,,
Chable Resort & Spa,"San Antonio Chable, Chochola, YUC 97816",https://www.tesla.com/findus/location/charger/dc28940,charger,,
El Castellano Gamma Merida Centro Historico,"Calle 57 #513, 62 y 64 Centro, Merida, YUC 97000",https://www.tesla.com/findus/location/charger/dc22472,charger,,
Hacienda Teya,"Carretera Merida Peto suarez km 12.5 Hacienda Teya, Merida, YUC 97370",https://www.tesla.com/findus/location/charger/dc53611,charger,,
Hotel Mision Merida Panamericana,"Calle 59 455 x 52 y 54, Centro, Merida, YUC 97000",https://www.tesla.com/findus/location/charger/dc29875,charger,,
Plaza Altabrisa,"Calle 7 452 Por 20 y 22 Frac. Altabrisa, Merida, Yucatán 97130",https://www.tesla.com/findus/location/charger/dc23353,charger,,
The Harbor Merida,"Ricardo el Vate Lopez Mendez 61 Zona Industrial, Merida, YUC 97180",https://www.tesla.com/findus/location/charger/dc25151,charger,,
Urban Center Merida,"Avenida Camara de Comercio 174 Monterreal, M├⌐rida, YUC 97133",https://www.tesla.com/findus/location/charger/dc27779,charger,,
Fiesta Inn Zacatecas,"Calzada Heroes de Chapultepec km 13 + 200 La Escondida, Zacatecas, Zacatecas 98160",https://www.tesla.com/findus/location/charger/dc20706,charger,,
Hotel Baruk Teleferico,"Paseo Diaz Ordaz 602 Zacatecas Centro, Zacatecas, Zacatecas 98000",https://www.tesla.com/findus/location/charger/dc33052,charger,,
Mision Zacatecas,"Av. Hidalgo 407 Zacatecas Centro, Zacatecas, Zacatecas 98000",https://www.tesla.com/findus/location/charger/dc29883,charger,,
Spa Hacienda Baruk,"Blvd. Heroes de Chapultepec 801 La Escondida, Zacatecas, Zacatecas 98054",https://www.tesla.com/findus/location/charger/dc33053,charger,,
Fiesta Americana Aguascalientes,"Calle Los Laureles S/N Las Flores, Aguascalientes, AGU 20020",https://www.tesla.com/findus/location/charger/dc20460,super_charger,,
Fiesta Inn Aguascalientes,"Calle Mahatma Gandhi #302 Sur Prados de Villasuncion, Desarrollo Especial Villa Asunci├│n,, Aguascalientes, AGU 20280",https://www.tesla.com/findus/location/charger/dc20461,super_charger,,
One Aguascalientes San Marcos,"Los Laureles No. 404 Fracc. Las Flores, Aguascalientes., AGU 20220",https://www.tesla.com/findus/location/charger/dc20459,super_charger,,
Adobe Guadalupe,"Parcela A-1 s/n Rusa de Guadalupe, Ensenada, Baja California 22750",https://www.tesla.com/findus/location/charger/dc24765,super_charger,,
Bajamar,"Ensenada, Carretera Tijuana - Ensenada Km. 77.5 Bajamar, Ensenada, Baja California 22760",https://www.tesla.com/findus/location/charger/dc26308,super_charger,,
Cantina Hussong's,"Av. Ruiz #113 Zona Centro, Ensenada, Baja California 22800",https://www.tesla.com/findus/location/charger/dc20181,super_charger,,
Casa de Piedra Vinicola,"Carretera Ensenada Tecate Kilometro 93.5 San Antonio de las Minas, Ensenada, Baja California 22761",https://www.tesla.com/findus/location/charger/dc22851,super_charger,,
Cuatro Cuatros,"El Tigre , Carretera libre Tijuana-Ensenada Km. 89 El Sauzal de Rodriguez, Ensenada, Baja California 22760",https://www.tesla.com/findus/location/charger/dc19970,super_charger,,
Estero Beach,"Calle Playas del Estero S/N Ex-Ejido Chapultepec, Ensenada, Baja California 22785 Ensenada",https://www.tesla.com/findus/location/charger/dc19722,super_charger,,
Fiesta Inn Mexicali,"Calzada Adolfo Lopez Mateos 1029 Industrial Centro Civico, Mexicali, Baja California 21000",https://www.tesla.com/findus/location/charger/dc20704,super_charger,,
Fiesta Inn Tijuana Otay Aeropuerto,"Rampa Aeropuerto 16000 La Pechuga, Tijuana, Baja California 22000",https://www.tesla.com/findus/location/charger/dc20696,super_charger,,
Gamma by Fiesta Inn Tijuana,"Blvd. Tijuana 17226 Col. Otay Constituyentes, Tijuana, Baja California 22457",https://www.tesla.com/findus/location/charger/dc20695,super_charger,,
Gran Via Mexicali,"Calzada Cetys Manuel Gomez Morin, Mexicali, Baja California 21254",https://www.tesla.com/findus/location/charger/dc53612,super_charger,,
Holiday Inn Ensenada,"Blancarte No. 151 Col. Centro, Ensenada, Baja California 22800",https://www.tesla.com/findus/location/charger/dc90063,super_charger,,
Hotel Coral & Marina,"Carretera Tijuana-Ensenada Km.103 #3421 Zona Playitas, Ensenada, Baja California 22860",https://www.tesla.com/findus/location/charger/dc42890,super_charger,,
Hyatt Place Tijuana,"10488 Blvd. Agua Caliente 10488, Colonia Aviación, Tijuana, Baja California 22014",https://www.tesla.com/findus/location/charger/STE2022022200154,super_charger,,
Jaz-Baja,"Camino Vecinal sin nombre, fracc. 6B de la fracc. 5 L9 sn El Porvenir, Ensenada, Baja California 22755",https://www.tesla.com/findus/location/charger/dc55065,super_charger,,
La Cabana Del Abuelo,"Tijuana-Mexicali Km. 71.5, La Rumorosa, Baja California 21505",https://www.tesla.com/findus/location/charger/dc44721,super_charger,,
Las Nubes Bodegas y Vinedos,"Callejon Emiliano Zapata Ejido el Porvenir, Valle de Guadalupe, Baja California 22750",https://www.tesla.com/findus/location/charger/dc26738,super_charger,,
Malva Restaurante,"Km 96 carretera Ens Tecate, San Antonio De Las Minas, Baja California 22755",https://www.tesla.com/findus/location/charger/dc21859,super_charger,,
Marina Puerto Salina,"Autopista Tijuana Ensenada KM 73 Abelardo L. Rodriguez, Ensenada, Baja California 22765",https://www.tesla.com/findus/location/charger/dc23509,super_charger,,
Marina San Felipe,"Carretera San Felipe km 4.5 Fondeport, San Felipe, Baja California 21850",https://www.tesla.com/findus/location/charger/dc32936,super_charger,,
Mision Catavina,"Carretera Transpeninsular 179 Conjunto Residencial Catavina, Catavina, Baja California 22965",https://www.tesla.com/findus/location/charger/dc67757,super_charger,,
Mision Santa Maria,"Camino Playa Santa Maria S/N San Quintin, Ensenada, Baja California 22930",https://www.tesla.com/findus/location/charger/dc67756,super_charger,,
Monte Xanic Bodega Vini-cola,"Calle Francisco Zarco S/N Col. Valle de Guadalupe, Ensenada, Baja California 22785",https://www.tesla.com/findus/location/charger/dc21458,super_charger,,
Plaza Paseo la Paz,"Libramiento Sur Daniel Roldan No. 1515 Int. A-1 San Antonio El Zacatal, La Paz, Baja California 23090",https://www.tesla.com/findus/location/charger/dc27440,super_charger,,
Restaurante Heidelberg,"Ave. Fco. I. Madero y Calle H S/N Nueva, Mexicali, Baja California 21100",https://www.tesla.com/findus/location/charger/dc20834,super_charger,,
Rosarito Beach Hotel,"Blvd. Benito Juarez 31 Col Centro, Rosarito, Baja California 22710",https://www.tesla.com/findus/location/charger/dc20809,super_charger,,
Sheraton Los Cabos,"Corredor Turistico Km. 10 Lote D Cabo del Sol, Cabo San Lucas, Baja California 23410",https://www.tesla.com/findus/location/charger/dc17440,super_charger,,
Shimul,"Rancho Pet'ay, Valle de Guadalupe, Baja California 22750",https://www.tesla.com/findus/location/charger/dc35887,super_charger,0.0,0.0
Villa del Valle - Valle de Guadalupe,"Rancho San Marcos Toros Pintos S/N Km 88.300 Francisco Zarco, Ensenada,, Baja California 22750",https://www.tesla.com/findus/location/charger/dc17443,super_charger,,
Vinicola Decantos,"Rancho San Miguel Fraccion A, S/N Ejido El Porvenir, Ensenada, Baja California 22755",https://www.tesla.com/findus/location/charger/dc23030,super_charger,,
Grand Fiesta Americana Los Cabos All Inclusive Golf,"Km 10.3, Carr. Transpeninsular Cabo del Sol, Los Cabos, BCS 23410",https://www.tesla.com/findus/location/charger/dc26315,super_charger,,
Hotel Cuesta Real,"Carret Transpeninsular Km. 132 Las Huertas, Mulege, BCS 23880 Mulege",https://www.tesla.com/findus/location/charger/dc67767,super_charger,,
Hotel Doce Ballenas,"Blvd Benito Juarez esq/ Belisario Dom├¡nguez Centro, Ciudad Insurgentes, Baja California Sur 23700",https://www.tesla.com/findus/location/charger/dc33799,super_charger,,
Hotel La Huerta,"34 Profesor Valdivia, San Ignacio, BCS 23930",https://www.tesla.com/findus/location/charger/dc67765,super_charger,,
Hotel One la Paz,"Nicolas Bravo No.590 Esq. Ignacio Altamirano Zona Central, La Paz, BCS 23000",https://www.tesla.com/findus/location/charger/dc26313,super_charger,,
Hotel Plaza Loreto,"Av. Miguel Hidalgo 2 Col. Centro, Loreto, BCS 23880",https://www.tesla.com/findus/location/charger/dc21429,super_charger,,
Hotel Terrasal,"Blvd.Emiliano Zapata s/n Col. Fundo Legal, Guerrero Negro, BCS 23940",https://www.tesla.com/findus/location/charger/dc67758,super_charger,,
Maria de Nadie Hotel Boutique,"Belisario Dominguez entre Rosaura Zapata e Ignacio Zaragoza, Cd Constitucion, BCS 23600",https://www.tesla.com/findus/location/charger/dc67769,super_charger,,
Paseo Esperanza,"Carretera Transpeninsular Km. 25 Cerro Colorado, San Jose del Cabo, BCS 23400",https://www.tesla.com/findus/location/charger/dc28626,super_charger,,
Patio Plaza Los Cabos,"Carr. Todos Santos - Los Cabos Los Aguajitos, Cabo San Lucas, BCS 23473",https://www.tesla.com/findus/location/charger/dc37536,super_charger,,
Plaza Patio San Jose,"Calle Valerio Gonzalez 137 Campo de Golf Fonatur, Cabo San Lucas, BCS 23400",https://www.tesla.com/findus/location/charger/dc37538,super_charger,,
Solaz Los Cabos,"Corredor Turistico s/n, Km 18.5 Cabo Real, San Jose del Cabo, BCS 23405",https://www.tesla.com/findus/location/charger/dc44708,super_charger,,
Viceroy Los Cabos,"Paseo Malecon San Jose Lote 8 Zona Hotelera, San Jos├⌐ del Cabo, BCS 23400",https://www.tesla.com/findus/location/charger/dc32710,super_charger,,
Villa del Palmar at The Islands of Loreto,"m. 84 Calle Carretera Transpeninsular Ensenada Blanca, Loreto, BCS 23880",https://www.tesla.com/findus/location/charger/dc67768,super_charger,,
Walmart Plateros,"Blvd. Adolfo Lopez Mateos 1701 Lomas de Plateros, Ciudad de Mexico, Benito Juarez 1480",https://www.tesla.com/findus/location/charger/dc20942,super_charger,,
Fiesta Inn Ciudad del Carmen,"Av. Periferico Norte s/n Parque Alameda, Colonia Centro, Ciudad del Carmen, CAM 24170",https://www.tesla.com/findus/location/charger/dc18526,super_charger,,
Fiesta Inn Loft Ciudad del Carmen,"Avenida Luis Donaldo Colosio Esq Calle 20 S/N Miguel de la Madrid, Ciudad del Carmen, CAM 24130",https://www.tesla.com/findus/location/charger/dc20699,super_charger,,
Gamma Campeche Malecon,"Av. Ruiz Cortines No. 51 Col. Centro, Campeche, CAM 24000",https://www.tesla.com/findus/location/charger/dc20701,super_charger,,
Fiesta Inn Tuxtla Gutierrez,"Av. Prolongacion Anillo Circunvalacion Sur 248 Santa Elena, Tuxtla Gutierrez, CHP 29060",https://www.tesla.com/findus/location/charger/dc42093,super_charger,,
Hilton Garden Inn Tuxtla Gutierrez,"Blvd. Belisario Dominguez 1641 Jardines de Tuxtla, Tuxtla Gutierrez, CHP 29020",https://www.tesla.com/findus/location/charger/dc31109,super_charger,,
Hotel San Francisco,"Calle Central Sur Oriente 94 Centro, 16 de Septiembre, Tapachula de Cordova y Ordonez, CHP 30700",https://www.tesla.com/findus/location/charger/dc32937,super_charger,,
Alsuper Freshmarket Santa Fe,"Periferico de La Juventud 990 Haciendas Sta Fe, Chihuahua, CHH 31215",https://www.tesla.com/findus/location/charger/dc23372,super_charger,,
Courtyard by Marriot Chihuahua,"Via Lombardia 5702, Plaza Citadela D1 Col. Saucito, Chihuahua, CHH 31110",https://www.tesla.com/findus/location/charger/dc32542,super_charger,,
